基金代码,基金名称,一级分类,二级分类,基金公司,基金规模(亿),风险等级,管理费(%),YTD(%),近1年(%),近3年(%),近5年(%),1年最大回撤(%),1年夏普比率,持有人数,总管理规模(亿),评级,3月评分,6月评分,1年评分,2年评分,3年评分,5年评分,7年评分,10年评分
018014,长信中证1000指数增强C,指数型,指数型-股票,长信基金,8.7,中高,1.00%（每年）,16.34,58.48,76.14,,-12.19,2.23,3,28.79亿(17只基金),green,72.52,76.14,77.57,69.53,64.75,64.75,0.0,20.78
018023,华商上游产业股票C,股票型,股票型,华商基金,34.86,中高,1.20%（每年）,-1.04,64.98,87.89,,-24.34,1.81,5,39.86亿(5只基金),green,88.31,88.68,84.7,71.66,66.76,66.76,0.0,21.38
018027,嘉实中证高端装备细分50ETF发起联接A,指数型,指数型-股票,嘉实基金,5.58,中高,0.50%（每年）,-19.16,8.94,0.99,,-32.94,0.37,1,198.63亿(24只基金),orange,34.5,62.81,65.66,62.17,55.66,55.66,0.0,18.31
003223,广发景丰纯债A,债券型,债券型-长债,广发基金,42.38,中低,0.30%（每年）,2.19,2.57,12.28,17.08,-0.99,0.68,16,471.93亿(23只基金),green,70.08,68.39,50.9,47.41,55.11,54.42,49.1,46.62
018034,国泰国证绿色电力ETF发起联接A,指数型,指数型-股票,国泰基金,1.38,中高,0.50%（每年）,-1.61,1.09,3.61,,-14.86,-0.02,0,154.15亿(47只基金),green,80.49,54.81,47.03,46.75,50.94,50.94,0.0,16.59
018035,国泰国证绿色电力ETF发起联接C,指数型,指数型-股票,国泰基金,1.38,中高,0.50%（每年）,-1.7,0.89,3,,-14.87,-0.03,1,154.15亿(47只基金),green,80.45,54.69,46.72,46.53,50.74,50.74,0.0,16.53
003226,中信保诚稳健债券A,债券型,债券型-长债,中信保诚基金,0.55,中低,0.30%（每年）,2.13,2.97,2.99,0.06,-1.62,0.52,1,82.51亿(22只基金),green,69.14,71.69,52.61,46.15,51.07,47.09,44.12,44.66
013676,兴银兴慧一年持有混合A,混合型,混合型-偏债,兴银基金管理,1.44,中,1.00%（每年）,-0.54,10.9,19.84,,-3.62,1.22,1,61.36亿(20只基金),blue,54.37,57.21,49.48,49.57,48.05,49.14,49.14,24.73
021709,华泰紫金同存AAA指数7天持有发起,指数型,指数型-固收,华泰证券(上海)资产管理,0.17,中低,0.20%（每年）,0.4,1.19,,,-0.06,-6.19,0,99.26亿(9只基金),orange,30.41,41.74,26.72,26.49,26.49,0.0,0.0,4.1
021711,南方周期优选混合发起A,混合型,混合型-偏股,南方基金,2.79,中高,1.20%（每年）,-7.14,46.93,,,-22.32,1.48,1,2.79亿(2只基金),blue,53.29,68.39,72.88,65.93,65.93,0.0,0.0,10.05
021761,红塔红土30天持有期债券A,债券型,债券型-长债,红塔红土,6.68,中低,0.20%（每年）,0.48,0.9,,,-0.97,-0.8,6,79.15亿(12只基金),blue,63.61,49.53,41.7,38.92,0.0,0.0,0.0,4.9
003230,创金合信医疗保健股票A,股票型,股票型,创金合信基金,3.76,中高,1.20%（每年）,-19.74,-13.67,-25.81,-51.86,-37.56,-0.23,1,6.90亿(8只基金),orange,40.16,33.43,48.45,50.31,48.26,50.38,56.39,53.43
011645,国泰核心价值两年持有期股票A,股票型,股票型,国泰基金,2.3,中高,1.20%（每年）,7.76,51.15,56.39,,-11.87,2.1,2,2.30亿(2只基金),green,83.62,85.91,67.21,64.03,57.92,57.79,57.79,30.09
003231,创金合信医疗保健股票C,股票型,股票型,创金合信基金,3.76,中高,1.20%（每年）,-20,-14.28,-27.4,-53.56,-37.9,-0.25,1,6.90亿(8只基金),orange,39.8,33.25,47.9,49.92,47.86,49.97,56.0,53.04
200006,长城消费增值混合A,混合型,混合型-偏股,长城基金,13.3,中高,1.20%（每年）,-18.54,-4.02,-21.63,-42.41,-30.25,-0.06,5,13.30亿(2只基金),orange,37.61,34.39,38.87,46.0,48.62,49.0,52.95,53.37
025678,广发上证科创板100增强策略ETF发起式联接A,指数型,指数型-股票,广发基金,0.36,中高,0.50%（每年）,35.67,,,,,,0,136.19亿(13只基金),blue,,,,,,,,
200015,长城优化升级混合A,混合型,混合型-偏股,长城基金,4.06,中高,1.20%（每年）,79.41,171.74,127.59,154.3,-16.98,3.3,0,7.51亿(8只基金),green,94.48,91.59,71.47,63.67,56.8,60.27,61.85,60.75
024496,平安盈轩90天持有债券(ETF-FOF)C,FOF,FOF-稳健型,平安基金,1.27,中,0.50%（每年）,1.62,,,,,,1,20.01亿(16只基金),orange,,,,,,,,
200013,长城积极增利债券A,债券型,债券型-混合一级,长城基金,8.9,中高,0.65%（每年）,2.67,18.93,27.94,14.69,-12.01,1.03,1,191.30亿(28只基金),orange,45.68,58.91,57.84,55.85,53.85,48.71,44.94,42.35
020953,中欧稳悦120天滚动持有债券A,债券型,债券型-长债,中欧基金,15.85,中低,0.20%（每年）,1.03,1.84,,,-0.09,-1.0,0,339.88亿(18只基金),blue,59.18,53.09,37.13,38.39,38.39,0.0,0.0,6.95
021796,广发稳信六个月持有期混合C,混合型,混合型-偏债,广发基金,1.32,中,0.70%（每年）,8.14,13.35,,,-3.34,1.93,0,23.03亿(10只基金),orange,41.78,45.39,36.8,35.05,0.0,0.0,0.0,4.42
040009,华安稳定收益债券A,债券型,债券型-混合一级,华安基金,1.11,中,0.60%（每年）,-2.08,-0.58,2.29,4.72,-4.5,-0.67,1,12.40亿(7只基金),orange,27.01,27.19,28.09,37.96,40.46,45.04,41.37,42.33
003234,中信保诚至利混合A,混合型,混合型-灵活,中信保诚基金,0.27,中高,0.60%（每年）,88.67,110.68,84.52,82.11,-16.7,2.34,0,0.27亿(2只基金),blue,51.07,42.95,52.78,48.04,46.67,46.42,44.18,45.2
015974,工银恒嘉一年持有混合C,混合型,混合型-偏股,工银瑞信基金,1.88,中高,1.20%（每年）,24.42,58.5,40.56,,-12.7,2.19,0,1.88亿(2只基金),blue,58.29,54.96,63.95,58.11,50.91,49.04,1.71,18.29
013687,平安成长龙头1年持有混合A,混合型,混合型-偏股,平安基金,0.77,中高,1.20%（每年）,50.71,115.83,109.77,,-15.33,2.66,1,32.18亿(14只基金),orange,42.35,58.99,71.72,63.57,59.66,57.8,57.8,28.16
014319,德邦半导体产业混合发起式A,混合型,混合型-偏股,德邦基金,42.71,中高,1.20%（每年）,74.07,218.73,257.15,,-17,2.91,4,44.51亿(6只基金),blue,47.43,49.39,67.68,68.53,67.36,65.57,65.57,30.78
014325,国联安核心趋势一年持有混合A,混合型,混合型-偏股,国联安基金,3.65,中高,1.20%（每年）,11.87,69.79,69.95,,-18.81,2.15,3,19.63亿(4只基金),blue,48.39,64.74,70.94,66.86,58.34,58.03,58.03,28.32
014331,华泰柏瑞中证稀土产业ETF发起式联接A,指数型,指数型-股票,华泰柏瑞基金,6.6,中高,0.50%（每年）,7.54,65.21,82.75,,-20.83,1.63,1,474.68亿(21只基金),blue,64.39,57.53,69.34,65.63,59.23,58.69,58.69,28.45
014342,摩根时代睿选股票C,股票型,股票型,摩根基金(中国),1.02,中高,1.20%（每年）,70.53,137.42,,,-10.97,3.15,0,20.16亿(8只基金),green,77.43,59.73,72.29,59.95,57.3,57.3,0.0,17.03
014345,鹏华中证500指数增强C,指数型,指数型-股票,鹏华基金,24.33,中高,0.80%（每年）,11.71,51.66,72.06,,-12.69,2.1,10,284.68亿(39只基金),blue,53.59,53.86,65.17,61.31,56.7,58.26,58.26,28.05
014346,银华消费主题混合C,混合型,混合型-偏股,银华基金,1.2,中高,1.20%（每年）,-14.54,-19.27,-31.13,,-27.2,-1.4,0,21.70亿(8只基金),orange,23.26,23.92,27.56,40.65,39.19,46.0,46.0,23.18
014348,富国趋势优先混合C,混合型,混合型-偏股,富国基金,2.21,中高,1.20%（每年）,5.23,34.36,21.11,,-10.42,1.51,0,20.40亿(13只基金),green,83.05,81.38,63.62,56.27,52.04,50.65,50.65,23.79
014351,华商卓越成长一年持有混合C,混合型,混合型-偏股,华商基金,0.77,中高,1.20%（每年）,67.45,150.56,39.47,,-15.89,2.45,0,5.43亿(7只基金),green,82.57,88.17,84.68,63.14,54.74,54.98,54.98,25.3
014357,长信企业成长三年持有混合C,混合型,混合型-偏股,长信基金,1.52,中高,1.20%（每年）,49.99,63.44,63.03,,-11.49,2.05,1,16.39亿(12只基金),green,81.36,61.62,49.42,52.06,50.03,52.05,52.05,20.32
014361,红塔红土稳健添利混合C,混合型,混合型-偏债,红塔红土,0.51,中,0.80%（每年）,2.46,16.91,23.22,,-3.34,1.94,0,23.84亿(11只基金),blue,50.41,45.81,49.77,48.35,47.41,47.12,47.12,22.33
014365,建信优享养老三年持有混合(FOF)A,FOF,FOF-均衡型,建信基金,2.07,中高,0.90%（每年）,12.13,24.42,21.16,,-8.8,1.73,2,5.27亿(4只基金),orange,37.39,36.45,37.22,40.67,40.9,42.56,42.56,20.61
021009,信澳瑞享利率债C,债券型,债券型-长债,信达澳亚基金,1.01,中低,0.30%（每年）,1.2,-0.73,,,-2.31,-1.91,0,70.71亿(20只基金),blue,54.01,44.67,36.01,40.58,40.58,0.0,0.0,8.53
202305,南方旺元60天滚动持有中短债A,债券型,债券型-中短债,南方基金,3.99,中低,0.20%（每年）,1.06,1.11,6.39,10.31,-0.91,-0.94,3,44.16亿(18只基金),blue,60.26,59.47,38.17,37.49,46.05,44.79,45.72,45.72
202212,南方平衡配置混合,混合型,混合型-灵活,南方基金,2.87,中高,1.20%（每年）,37.49,96.24,102.7,54.29,-13.17,2.84,1,2.87亿(1只基金),orange,32.39,55.6,64.78,64.68,57.64,55.15,56.88,55.44
213006,宝盈核心优势混合A,混合型,混合型-灵活,宝盈基金,5.08,中高,1.20%（每年）,-15.17,-8.47,-20.31,-39.8,-23.34,-0.52,6,11.45亿(8只基金),orange,40.61,44.86,46.65,49.11,45.51,50.28,51.53,50.27
233015,大摩量化配置混合A,混合型,混合型-偏股,摩根士丹利基金,0.79,中高,1.20%（每年）,-8.86,2.12,-25,-52.79,-14.39,0.07,1,14.95亿(12只基金),green,76.17,63.53,49.63,48.02,41.67,42.95,45.34,47.0
240005,华宝多策略增长A,混合型,混合型-偏股,华宝基金,8.15,中高,1.20%（每年）,20.41,72.72,42.03,18.29,-11.07,2.46,14,44.25亿(6只基金),green,72.97,82.25,63.81,51.74,48.83,47.92,49.61,49.81
257040,国联安红利混合,混合型,混合型-偏股,国联安基金,0.71,中高,1.20%（每年）,-30.57,-14.87,-16.61,-12.12,-31.3,-0.9,1,3.60亿(3只基金),orange,25.17,52.91,51.08,47.79,52.53,50.06,49.37,51.12
290012,泰信行业精选混合A,混合型,混合型-灵活,泰信基金,1.41,中高,1.20%（每年）,-15.56,-18.92,-30.9,-13.93,-31.42,-0.65,1,6.15亿(7只基金),orange,29.39,28.71,46.86,45.24,54.09,56.04,55.24,52.56
360012,光大中小盘混合A,混合型,混合型-偏股,光大保德信基金,0.98,中高,1.20%（每年）,20.91,64.81,46.49,20.3,-12.86,2.1,0,10.61亿(21只基金),orange,32.07,33.98,47.08,52.56,46.1,51.15,53.52,52.47
021795,广发稳信六个月持有期混合A,混合型,混合型-偏债,广发基金,1.32,中,0.70%（每年）,8.34,13.81,,,-3.26,2.0,1,23.03亿(10只基金),orange,42.71,46.59,37.76,36.1,0.0,0.0,0.0,4.55
180003,银华-道琼斯88指数,指数型,指数型-其他,银华基金,10.99,中高,1.20%（每年）,-0.45,17.3,14.13,-31.71,-8.14,1.1,9,14.55亿(6只基金),orange,28.86,30.97,44.98,44.62,45.72,42.43,46.1,50.64
200001,长城久恒灵活配置混合A,混合型,混合型-灵活,长城基金,1.23,中高,1.20%（每年）,54.28,131.72,85.05,81.89,-17.19,2.39,0,1.35亿(4只基金),orange,39.85,41.55,59.38,61.12,57.27,61.12,60.24,54.58
260104,景顺长城内需增长混合A,混合型,混合型-偏股,景顺长城基金,14.32,中高,1.20%（每年）,-14.36,-7.81,-27.29,-51.29,-18.98,-0.61,2,265.50亿(11只基金),orange,26.42,25.05,28.36,38.55,41.82,47.03,52.11,54.95
003238,新华外延增长主题灵活配置混合,混合型,混合型-灵活,新华基金,0.13,中高,1.20%（每年）,-9.2,-14.42,-42.25,-54.84,-33.97,-0.37,0,7.14亿(12只基金),orange,26.63,42.35,45.79,47.54,46.24,48.68,53.24,53.46
290002,泰信先行策略混合,混合型,混合型-灵活,泰信基金,3.79,中高,1.20%（每年）,-19.91,-12.27,-25.77,-47.34,-27.76,-0.63,7,6.15亿(7只基金),orange,34.36,31.39,46.34,49.25,44.37,46.19,47.35,46.32
003241,创金合信量化发现混合A,混合型,混合型-灵活,创金合信基金,0.45,中高,1.20%（每年）,-8.41,7.08,-1.23,-7.95,-15.37,0.37,0,14.48亿(13只基金),green,79.42,61.11,59.85,53.66,51.45,54.31,54.49,51.78
003242,创金合信量化发现混合C,混合型,混合型-灵活,创金合信基金,0.45,中高,1.20%（每年）,-8.77,6.19,-3.65,-11.69,-15.5,0.32,0,14.48亿(13只基金),green,78.92,60.3,59.03,52.9,50.68,53.61,53.72,51.01
360011,光大动态优选灵活配置混合A,混合型,混合型-灵活,光大保德信基金,1.94,中高,1.20%（每年）,16.94,47.9,47.27,13.84,-20.68,1.61,2,18.51亿(16只基金),orange,27.03,31.0,41.28,55.23,48.16,52.0,51.74,50.24
003254,前海开源鼎裕债券A,债券型,债券型-混合二级,前海开源基金,5.59,中,0.30%（每年）,2.43,6.87,-3.47,-7.53,-1.63,1.52,5,16.04亿(8只基金),blue,66.84,67.47,57.38,50.91,47.22,47.79,45.21,46.09
021126,华安鼎丰债券发起式E,债券型,债券型-信用债,华安基金,1.83,中低,0.30%（每年）,1.86,1.91,,,-0.9,-0.26,0,2241.64亿(14只基金),blue,58.18,50.22,42.4,39.93,39.93,0.0,0.0,8.47
003255,前海开源鼎裕债券C,债券型,债券型-混合二级,前海开源基金,5.59,中,0.30%（每年）,2.28,6.53,-4.57,-9.36,-1.68,1.41,0,16.04亿(8只基金),blue,65.5,66.4,56.64,50.32,46.66,47.21,44.64,45.72
021111,信澳中债0-3年政策性金融债指数C,指数型,指数型-固收,信达澳亚基金,11.17,中低,0.15%（每年）,1.26,0.21,,,-1.8,-1.33,2,595.28亿(26只基金),blue,63.55,59.04,43.34,40.51,40.51,0.0,0.0,7.39
003258,博时富祥纯债债券A,债券型,债券型-长债,博时基金,22.76,中低,0.30%（每年）,0.3,-0.26,2.28,-6.77,-1.67,-1.74,20,215.33亿(14只基金),orange,44.87,53.3,34.43,34.74,44.57,44.15,44.46,43.24
021127,恒越季季乐3个月滚动持有债券A,债券型,债券型-长债,恒越基金,3.54,中低,0.20%（每年）,0.8,1.91,,,-0.09,-0.65,0,19.02亿(9只基金),orange,46.64,43.37,40.05,41.94,41.94,0.0,0.0,6.39
024628,华夏房地产ETF联接D,指数型,指数型-股票,华夏基金,3.67,中高,0.50%（每年）,-20.29,,,,,,0,283.87亿(37只基金),orange,,,,,,,,
024629,华夏中证新能源汽车ETF发起式联接D,指数型,指数型-股票,华夏基金,3.48,中高,0.50%（每年）,-7.61,,,,,,0,787.95亿(35只基金),blue,,,,,,,,
021128,恒越季季乐3个月滚动持有债券C,债券型,债券型-长债,恒越基金,3.54,中低,0.20%（每年）,0.71,1.7,,,-0.09,-1.62,3,19.02亿(9只基金),orange,35.88,35.28,35.77,38.42,38.42,0.0,0.0,5.87
003260,博时利发纯债债券A,债券型,债券型-长债,博时基金,1.78,中低,0.30%（每年）,1.81,1.98,4.12,11.54,-1.03,-0.13,1,257.89亿(21只基金),blue,66.08,64.0,48.23,45.83,46.28,46.38,42.93,43.04
011966,招商中证光伏产业ETF联接A,指数型,指数型-股票,招商基金,8.21,中高,0.50%（每年）,3.77,56.42,-14.48,,-16.03,1.56,4,217.03亿(17只基金),green,85.66,73.19,62.52,51.91,46.82,52.56,52.56,29.24
011967,招商中证光伏产业ETF联接C,指数型,指数型-股票,招商基金,8.21,中高,0.50%（每年）,3.56,55.76,-15.54,,-16.04,1.55,8,217.03亿(17只基金),green,85.59,72.88,62.31,51.77,46.66,52.39,52.39,29.18
015438,中银荣享债券,债券型,债券型-长债,中银基金,0.51,中低,0.30%（每年）,1.2,1.55,0.75,,-0.29,-1.09,1,137.06亿(7只基金),blue,56.96,43.43,28.34,36.44,45.47,44.37,44.37,19.25
206007,鹏华消费优选混合,混合型,混合型-偏股,鹏华基金,3.39,中高,1.20%（每年）,-11.37,-8.88,-14.29,-44.79,-21.9,-0.44,1,5.19亿(3只基金),orange,25.84,28.39,42.27,43.57,42.58,43.99,50.33,54.84
206008,鹏华丰盛债券B,债券型,债券型-混合二级,鹏华基金,0.58,中,0.70%（每年）,5.51,5.94,5.58,1.79,-4.6,0.55,1,4.05亿(19只基金),orange,25.05,29.42,23.21,29.1,32.51,36.97,34.13,36.59
206015,鹏华纯债债券D,债券型,债券型-混合一级,鹏华基金,2.68,中低,0.30%（每年）,0.64,2.96,5.1,7.56,-0.59,0.61,1,133.27亿(16只基金),blue,58.1,51.88,43.92,40.91,44.23,40.46,36.2,38.56
373020,摩根双核平衡混合A,混合型,混合型-平衡,摩根基金(中国),3.11,中高,1.20%（每年）,45.09,100.07,82.76,1.7,-9.88,2.95,2,20.16亿(8只基金),orange,37.93,47.14,62.68,51.52,48.1,47.13,51.31,52.24
018000,鹏华芯片产业混合发起式A,混合型,混合型-偏股,鹏华基金,0.99,中高,1.20%（每年）,64.95,152.13,,,-16.64,3.04,0,26.07亿(6只基金),green,77.16,57.5,65.77,72.12,67.53,67.53,0.0,19.47
018019,南方核心科技一年持有混合A,混合型,混合型-偏股,南方基金,0.45,中高,1.20%（每年）,59.02,154.56,,,-15.46,2.9,0,34.21亿(12只基金),orange,37.6,42.62,52.18,53.41,48.89,48.89,0.0,14.82
025007,国泰海通中证500指数增强Y,指数型,指数型-股票,国泰海通资管,41.47,中高,0.50%（每年）,17.96,,,,,,0,175.20亿(27只基金),blue,,,,,,,,
025009,华夏创业板ETF联接Y,指数型,指数型-股票,华夏基金,12.01,中高,0.15%（每年）,25.54,,,,,,0,89.36亿(23只基金),blue,,,,,,,,
025000,国泰海通稳健泰裕债券发起A,债券型,债券型-混合二级,国泰海通资管,6.94,中,0.60%（每年）,3.16,,,,,,4,31.94亿(12只基金),blue,,,,,,,,
025001,国泰海通稳健泰裕债券发起C,债券型,债券型-混合二级,国泰海通资管,6.94,中,0.60%（每年）,2.96,,,,,,3,31.94亿(12只基金),blue,,,,,,,,
018038,富国融裕两年持有期混合A,混合型,混合型-偏股,富国基金,1.14,中高,1.20%（每年）,7.1,35.5,,,-10.64,1.54,0,20.40亿(13只基金),green,84.28,79.56,63.26,55.79,54.81,0.0,0.0,13.03
018061,汇添富中证上海国企ETF联接C,指数型,指数型-股票,汇添富基金,1.06,中高,0.50%（每年）,-14.5,-1.27,8.96,,-18.11,-0.16,0,182.99亿(27只基金),orange,27.32,30.43,44.87,49.72,50.19,50.19,0.0,16.47
018059,兴合锦安利率债A,债券型,债券型-长债,兴合基金,3.72,中低,0.30%（每年）,1.31,-12.09,,,-13.63,-1.95,3,3.72亿(2只基金),blue,62.83,43.68,40.85,30.88,30.14,30.14,0.0,8.86
018073,国泰产业精选混合A,混合型,混合型-偏股,国泰基金,1.03,中高,1.20%（每年）,-13.25,-2.26,,,-17.98,-0.14,1,49.61亿(13只基金),orange,26.99,32.09,35.48,45.51,45.51,0.0,0.0,9.5
167505,安信中短利率债(LOF)C,债券型,债券型-中短债,安信基金,1.39,中低,0.20%（每年）,0.32,0.28,0.24,-0.22,-0.66,-1.87,0,88.81亿(11只基金),blue,59.21,45.41,29.99,31.08,38.59,37.31,36.25,36.25
180026,银华信用双利债券C,债券型,债券型-混合二级,银华基金,0.9,中,0.70%（每年）,0.89,5.11,6.03,0.41,-3.4,0.74,0,34.94亿(11只基金),orange,30.84,35.46,36.98,41.39,40.58,40.32,39.12,39.13
213007,宝盈增强收益债券A/B,债券型,债券型-混合二级,宝盈基金,1.53,中,0.60%（每年）,-0.64,2.61,1.85,8.5,-4.2,0.13,1,11.45亿(8只基金),green,67.54,71.15,44.39,46.45,48.93,50.27,46.8,44.91
217003,招商安泰债券A,债券型,债券型-混合一级,招商基金,8.35,中低,0.60%（每年）,2.8,4.23,6.44,13.84,-2.71,0.71,4,374.03亿(14只基金),orange,43.81,57.34,35.76,35.3,43.75,47.25,45.15,44.65
240013,华宝增强收益债券B,债券型,债券型-混合二级,华宝基金,42.94,中高,0.60%（每年）,13.54,41.44,49.3,56.24,-10.79,2.2,18,44.79亿(7只基金),orange,43.56,58.52,60.95,59.74,56.72,55.48,50.0,46.63
253020,国联安增利债券A,债券型,债券型-混合一级,国联安基金,2.56,中低,0.30%（每年）,1.38,2.87,6.86,12.42,-0.58,0.73,2,95.46亿(11只基金),blue,63.82,58.41,46.29,41.38,45.93,46.07,43.35,41.02
253021,国联安增利债券B,债券型,债券型-混合一级,国联安基金,2.56,中低,0.30%（每年）,1.29,2.65,6.09,10.69,-0.58,0.54,0,95.46亿(11只基金),blue,62.71,55.59,44.46,40.1,43.7,43.98,41.19,39.29
253060,国联安信心增长债券A,债券型,债券型-混合二级,国联安基金,21.38,中,0.35%（每年）,-3.79,4.5,5.11,-1.81,-4.8,0.42,18,173.17亿(10只基金),orange,31.75,51.7,51.05,46.56,49.11,43.48,42.15,40.92
372010,摩根强化回报债券A,债券型,债券型-混合二级,摩根基金(中国),27.69,中,0.40%（每年）,-3.26,-0.72,2.96,6.71,-4.64,-0.78,11,30.61亿(8只基金),orange,43.41,41.12,36.2,39.19,41.93,42.71,42.6,40.77
380005,中银纯债债券A,债券型,债券型-长债,中银基金,79.46,中低,0.30%（每年）,2.15,2.51,14.19,17.03,-1.5,0.38,13,191.86亿(17只基金),green,70.97,70.74,53.42,50.02,57.33,51.06,44.34,42.84
380006,中银纯债债券C,债券型,债券型-长债,中银基金,79.46,中低,0.30%（每年）,2.05,2.31,13.48,15.9,-1.54,0.2,10,191.86亿(17只基金),green,70.78,70.47,53.09,49.66,56.99,50.36,43.84,42.32
380009,中银添利债券发起A,债券型,债券型-混合二级,中银基金,85.69,中,0.60%（每年）,0.3,4.09,11.75,10.66,-0.86,1.27,28,243.44亿(18只基金),orange,35.67,48.05,45.17,44.38,51.22,46.63,45.63,47.34
018010,长盛电子信息产业混合C,混合型,混合型-偏股,长盛基金,5.42,中高,1.20%（每年）,-4.56,8.83,-3.62,,-22.01,0.46,2,7.12亿(8只基金),orange,30.09,27.99,48.19,55.41,49.65,49.65,0.0,16.63
018039,富国融裕两年持有期混合C,混合型,混合型-偏股,富国基金,1.14,中高,1.20%（每年）,6.9,34.94,,,-10.73,1.52,1,20.40亿(13只基金),green,84.26,79.26,63.0,55.51,54.49,0.0,0.0,12.96
018055,鹏扬景添一年持有混合C,混合型,混合型-偏债,鹏扬基金,3.17,中,0.80%（每年）,1.3,2.26,,,-0.96,0.17,2,14.73亿(12只基金),blue,64.75,51.46,42.86,40.83,45.39,45.39,0.0,12.16
166016,中欧纯债债券(LOF)C,债券型,债券型-长债,中欧基金,93.84,中低,0.30%（每年）,1.47,0.99,9.84,-3.46,-1.23,-0.99,14,158.10亿(7只基金),blue,62.21,58.15,36.86,40.68,50.11,44.01,41.65,39.35
206009,鹏华新兴产业混合A,混合型,混合型-偏股,鹏华基金,30.64,中高,1.20%（每年）,23.63,68.85,49.93,15.76,-9.74,2.44,8,99.71亿(8只基金),green,80.04,73.06,73.19,61.65,53.2,52.2,54.24,55.7
213008,宝盈资源优选混合,混合型,混合型-偏股,宝盈基金,12.8,中高,1.20%（每年）,41.86,163.05,119.82,26.05,-16.08,3.02,6,31.22亿(5只基金),orange,35.98,65.69,74.58,62.28,55.78,55.11,56.75,53.07
213917,宝盈增强收益债券C,债券型,债券型-混合二级,宝盈基金,1.53,中,0.60%（每年）,-0.82,2.19,0.63,6.33,-4.32,0.03,1,11.45亿(8只基金),blue,66.1,70.36,43.72,45.63,48.13,49.55,46.11,43.88
217001,招商安泰偏股混合,混合型,混合型-偏股,招商基金,3.13,中高,1.20%（每年）,23.21,59.27,40.41,15.57,-12.74,1.99,7,4.29亿(7只基金),orange,36.4,37.02,53.19,51.01,45.45,48.37,50.58,50.07
291007,泰信债券增强收益C,债券型,债券型-混合一级,泰信基金,6.06,中低,0.30%（每年）,1.12,-2.01,-2.81,3.76,-3.47,-1.35,0,26.06亿(8只基金),blue,60.19,42.91,34.32,35.61,39.41,42.26,39.14,37.82
003265,招商招坤纯债A,债券型,债券型-长债,招商基金,18.39,中低,0.30%（每年）,-3.47,-3.12,4.67,14.26,-4.73,-1.08,10,197.24亿(16只基金),blue,63.67,60.36,44.39,43.42,51.92,52.23,47.97,48.58
021268,安信180天持有债券C,债券型,债券型-混合一级,安信基金,0.43,中低,0.20%（每年）,2,3.36,,,-0.28,1.48,0,88.81亿(11只基金),green,68.99,59.47,47.53,45.8,45.8,0.0,0.0,6.98
025267,国泰稳健添利债券C,债券型,债券型-混合二级,国泰基金,6.23,中,0.60%（每年）,-1.17,,,,,,1,61.70亿(17只基金),orange,,,,,,,,
025270,浦银安盛稳健双利债券A,债券型,债券型-混合二级,浦银安盛基金,10.18,中,0.60%（每年）,4.69,,,,,,5,109.35亿(7只基金),blue,,,,,,,,
025271,浦银安盛稳健双利债券C,债券型,债券型-混合二级,浦银安盛基金,10.18,中,0.60%（每年）,4.52,,,,,,5,109.35亿(7只基金),blue,,,,,,,,
025272,中金恒宁债券发起A,债券型,债券型-混合二级,中金基金,8.89,中,0.50%（每年）,1.51,,,,,,7,12.44亿(10只基金),orange,,,,,,,,
003266,招商招坤纯债C,债券型,债券型-长债,招商基金,18.39,中低,0.30%（每年）,-3.04,-2.91,4.04,12.64,-4.15,-1.19,3,197.24亿(16只基金),blue,61.04,52.97,39.99,40.64,49.61,50.5,46.23,46.9
025276,汇泉中证A500指数量化增强A,指数型,指数型-股票,汇泉基金,0.92,中高,0.80%（每年）,7.67,,,,,,1,3.33亿(10只基金),blue,,,,,,,,
003268,博时悦楚纯债债券A,债券型,债券型-长债,博时基金,2.99,中低,0.30%（每年）,1.81,3.74,2.06,3.45,-0.64,1.86,1,328.14亿(19只基金),green,67.88,64.35,41.39,42.53,48.5,47.73,44.74,43.6
025273,中金恒宁债券发起C,债券型,债券型-混合二级,中金基金,8.89,中,0.50%（每年）,1.38,,,,,,2,12.44亿(10只基金),orange,,,,,,,,
025278,长城积极增利债券D,债券型,债券型-混合一级,长城基金,8.9,中高,0.65%（每年）,2.67,,,,,,5,11.83亿(7只基金),orange,,,,,,,,
024945,国联稳健鑫益债券A,债券型,债券型-混合二级,国联基金,0.98,中,0.50%（每年）,2.5,,,,,,0,45.38亿(24只基金),orange,,,,,,,,
003276,国联安添利增长债C,债券型,债券型-混合二级,国联安基金,9.54,中,0.60%（每年）,-3.15,4.09,10.76,9.79,-6.48,0.39,0,20.77亿(5只基金),blue,61.48,49.72,50.62,49.05,49.65,49.06,46.57,48.28
015646,中金中证同业存单AAA指数7天持有发起,指数型,指数型-固收,中金基金,41.27,中低,0.20%（每年）,0.59,1.25,5.78,,-0.02,-7.29,38,1573.98亿(11只基金),orange,32.27,31.3,27.95,31.58,39.74,39.97,39.97,17.77
233011,大摩主题优选混合,混合型,混合型-偏股,摩根士丹利基金,1.01,中高,1.20%（每年）,19.87,50.7,29.94,-21.47,-8.8,2.4,0,6.76亿(4只基金),blue,58.77,64.53,54.61,54.92,47.3,50.92,54.06,54.98
240001,华宝宝康消费品,混合型,混合型-平衡,华宝基金,6.64,中高,1.20%（每年）,-16.87,-18.77,-29.75,-43.43,-21.16,-2.09,2,11.77亿(4只基金),orange,24.38,30.32,26.34,36.45,36.53,43.26,47.38,48.73
